-,-,-,-,-,-,-,-,-,-,-,-
420,QPCR_PREP,----------,Plate_Samples_2,B2,Plate_qPCR,D3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
421,QPCR_PREP,----------,Plate_Samples_1,C2,Plate_qPCR,E3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
422,QPCR_PREP,----------,Plate_Samples_2,C2,Plate_qPCR,F3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
423,QPCR_PREP,----------,Plate_Samples_1,D2,Plate_qPCR,G3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
424,QPCR_PREP,----------,Plate_Samples_2,D2,Plate_qPCR,H3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
425,QPCR_PREP,----------,Plate_Samples_1,E2,Plate_qPCR,I3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
426,QPCR_PREP,----------,Plate_Samples_2,E2,Plate_qPCR,J3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
427,QPCR_PREP,----------,Plate_Samples_1,F2,Plate_qPCR,K3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
428,QPCR_PREP,----------,Plate_Samples_2,F2,Plate_qPCR,L3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
429,QPCR_PREP,----------,Plate_Samples_1,G2,Plate_qPCR,M3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
430,QPCR_PREP,----------,Plate_Samples_2,G2,Plate_qPCR,N3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
431,QPCR_PREP,----------,Plate_Samples_1,H2,Plate_qPCR,O3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
432,QPCR_PREP,----------,Plate_Samples_2,H2,Plate_qPCR,P3,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
433,QPCR_PREP,----------,Plate_Samples_3,A2,Plate_qPCR,A4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
434,QPCR_PREP,----------,Plate_Samples_4,A2,Plate_qPCR,B4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
435,QPCR_PREP,----------,Plate_Samples_3,B2,Plate_qPCR,C4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
436,QPCR_PREP,----------,Plate_Samples_4,B2,Plate_qPCR,D4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
437,QPCR_PREP,----------,Plate_Samples_3,C2,Plate_qPCR,E4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
438,QPCR_PREP,----------,Plate_Samples_4,C2,Plate_qPCR,F4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
439,QPCR_PREP,----------,Plate_Samples_3,D2,Plate_qPCR,G4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
440,QPCR_PREP,----------,Plate_Samples_4,D2,Plate_qPCR,H4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
441,QPCR_PREP,----------,Plate_Samples_3,E2,Plate_qPCR,I4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
442,QPCR_PREP,----------,Plate_Samples_4,E2,Plate_qPCR,J4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
443,QPCR_PREP,----------,Plate_Samples_3,F2,Plate_qPCR,K4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
444,QPCR_PREP,----------,Plate_Samples_4,F2,Plate_qPCR,L4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
445,QPCR_PREP,----------,Plate_Samples_3,G2,Plate_qPCR,M4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
446,QPCR_PREP,----------,Plate_Samples_4,G2,Plate_qPCR,N4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
447,QPCR_PREP,----------,Plate_Samples_3,H2,Plate_qPCR,O4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
448,QPCR_PREP,----------,Plate_Samples_4,H2,Plate_qPCR,P4,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
449,QPCR_PREP,----------,Plate_Samples_1,A3,Plate_qPCR,A5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
450,QPCR_PREP,----------,Plate_Samples_2,A3,Plate_qPCR,B5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
451,QPCR_PREP,----------,Plate_Samples_1,B3,Plate_qPCR,C5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
452,QPCR_PREP,----------,Plate_Samples_2,B3,Plate_qPCR,D5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
453,QPCR_PREP,----------,Plate_Samples_1,C3,Plate_qPCR,E5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
454,QPCR_PREP,----------,Plate_Samples_2,C3,Plate_qPCR,F5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
455,QPCR_PREP,----------,Plate_Samples_1,D3,Plate_qPCR,G5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
456,QPCR_PREP,----------,Plate_Samples_2,D3,Plate_qPCR,H5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
457,QPCR_PREP,----------,Plate_Samples_1,E3,Plate_qPCR,I5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
458,QPCR_PREP,----------,Plate_Samples_2,E3,Plate_qPCR,J5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
459,QPCR_PREP,----------,Plate_Samples_1,F3,Plate_qPCR,K5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
460,QPCR_PREP,----------,Plate_Samples_2,F3,Plate_qPCR,L5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
461,QPCR_PREP,----------,Plate_Samples_1,G3,Plate_qPCR,M5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
462,QPCR_PREP,----------,Plate_Samples_2,G3,Plate_qPCR,N5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
463,QPCR_PREP,----------,Plate_Samples_1,H3,Plate_qPCR,O5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
464,QPCR_PREP,----------,Plate_Samples_2,H3,Plate_qPCR,P5,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
465,QPCR_PREP,----------,Plate_Samples_3,A3,Plate_qPCR,A6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
466,QPCR_PREP,----------,Plate_Samples_4,A3,Plate_qPCR,B6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
467,QPCR_PREP,----------,Plate_Samples_3,B3,Plate_qPCR,C6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
468,QPCR_PREP,----------,Plate_Samples_4,B3,Plate_qPCR,D6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
469,QPCR_PREP,----------,Plate_Samples_3,C3,Plate_qPCR,E6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
470,QPCR_PREP,----------,Plate_Samples_4,C3,Plate_qPCR,F6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
471,QPCR_PREP,----------,Plate_Samples_3,D3,Plate_qPCR,G6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
472,QPCR_PREP,----------,Plate_Samples_4,D3,Plate_qPCR,H6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
473,QPCR_PREP,----------,Plate_Samples_3,E3,Plate_qPCR,I6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
474,QPCR_PREP,----------,Plate_Samples_4,E3,Plate_qPCR,J6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
475,QPCR_PREP,----------,Plate_Samples_3,F3,Plate_qPCR,K6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
476,QPCR_PREP,----------,Plate_Samples_4,F3,Plate_qPCR,L6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
477,QPCR_PREP,----------,Plate_Samples_3,G3,Plate_qPCR,M6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
478,QPCR_PREP,----------,Plate_Samples_4,G3,Plate_qPCR,N6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
479,QPCR_PREP,----------,Plate_Samples_3,H3,Plate_qPCR,O6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
480,QPCR_PREP,----------,Plate_Samples_4,H3,Plate_qPCR,P6,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
481,QPCR_PREP,----------,Plate_Samples_1,A4,Plate_qPCR,A7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
482,QPCR_PREP,----------,Plate_Samples_2,A4,Plate_qPCR,B7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
483,QPCR_PREP,----------,Plate_Samples_1,B4,Plate_qPCR,C7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
484,QPCR_PREP,----------,Plate_Samples_2,B4,Plate_qPCR,D7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
485,QPCR_PREP,----------,Plate_Samples_1,C4,Plate_qPCR,E7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
486,QPCR_PREP,----------,Plate_Samples_2,C4,Plate_qPCR,F7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
487,QPCR_PREP,----------,Plate_Samples_1,D4,Plate_qPCR,G7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
488,QPCR_PREP,----------,Plate_Samples_2,D4,Plate_qPCR,H7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
489,QPCR_PREP,----------,Plate_Samples_1,E4,Plate_qPCR,I7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
490,QPCR_PREP,----------,Plate_Samples_2,E4,Plate_qPCR,J7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
491,QPCR_PREP,----------,Plate_Samples_1,F4,Plate_qPCR,K7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
492,QPCR_PREP,----------,Plate_Samples_2,F4,Plate_qPCR,L7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
493,QPCR_PREP,----------,Plate_Samples_1,G4,Plate_qPCR,M7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
494,QPCR_PREP,----------,Plate_Samples_2,G4,Plate_qPCR,N7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
495,QPCR_PREP,----------,Plate_Samples_1,H4,Plate_qPCR,O7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
496,QPCR_PREP,----------,Plate_Samples_2,H4,Plate_qPCR,P7,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
497,QPCR_PREP,----------,Plate_Samples_3,A4,Plate_qPCR,A8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
498,QPCR_PREP,----------,Plate_Samples_4,A4,Plate_qPCR,B8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
499,QPCR_PREP,----------,Plate_Samples_3,B4,Plate_qPCR,C8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
500,QPCR_PREP,----------,Plate_Samples_4,B4,Plate_qPCR,D8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
501,QPCR_PREP,----------,Plate_Samples_3,C4,Plate_qPCR,E8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
502,QPCR_PREP,----------,Plate_Samples_4,C4,Plate_qPCR,F8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
503,QPCR_PREP,----------,Plate_Samples_3,D4,Plate_qPCR,G8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
504,QPCR_PREP,----------,Plate_Samples_4,D4,Plate_qPCR,H8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
505,QPCR_PREP,----------,Plate_Samples_3,E4,Plate_qPCR,I8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
506,QPCR_PREP,----------,Plate_Samples_4,E4,Plate_qPCR,J8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
507,QPCR_PREP,----------,Plate_Samples_3,F4,Plate_qPCR,K8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
508,QPCR_PREP,----------,Plate_Samples_4,F4,Plate_qPCR,L8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
509,QPCR_PREP,----------,Plate_Samples_3,G4,Plate_qPCR,M8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
510,QPCR_PREP,----------,Plate_Samples_4,G4,Plate_qPCR,N8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
511,QPCR_PREP,----------,Plate_Samples_3,H4,Plate_qPCR,O8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
512,QPCR_PREP,----------,Plate_Samples_4,H4,Plate_qPCR,P8,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
513,QPCR_PREP,----------,Plate_Samples_1,A5,Plate_qPCR,A9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
514,QPCR_PREP,----------,Plate_Samples_2,A5,Plate_qPCR,B9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
515,QPCR_PREP,----------,Plate_Samples_1,B5,Plate_qPCR,C9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
516,QPCR_PREP,----------,Plate_Samples_2,B5,Plate_qPCR,D9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
517,QPCR_PREP,----------,Plate_Samples_1,C5,Plate_qPCR,E9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
518,QPCR_PREP,----------,Plate_Samples_2,C5,Plate_qPCR,F9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
519,QPCR_PREP,----------,Plate_Samples_1,D5,Plate_qPCR,G9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
520,QPCR_PREP,----------,Plate_Samples_2,D5,Plate_qPCR,H9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
521,QPCR_PREP,----------,Plate_Samples_1,E5,Plate_qPCR,I9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
522,QPCR_PREP,----------,Plate_Samples_2,E5,Plate_qPCR,J9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
523,QPCR_PREP,----------,Plate_Samples_1,F5,Plate_qPCR,K9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
524,QPCR_PREP,----------,Plate_Samples_2,F5,Plate_qPCR,L9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
525,QPCR_PREP,----------,Plate_Samples_1,G5,Plate_qPCR,M9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
526,QPCR_PREP,----------,Plate_Samples_2,G5,Plate_qPCR,N9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
527,QPCR_PREP,----------,Plate_Samples_1,H5,Plate_qPCR,O9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
528,QPCR_PREP,----------,Plate_Samples_2,H5,Plate_qPCR,P9,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
529,QPCR_PREP,----------,Plate_Samples_3,A5,Plate_qPCR,A10,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
530,QPCR_PREP,----------,Plate_Samples_4,A5,Plate_qPCR,B10,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
531,QPCR_PREP,----------,Plate_Samples_3,B5,Plate_qPCR,C10,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
532,QPCR_PREP,----------,Plate_Samples_4,B5,Plate_qPCR,D10,6/22/2020 10:13,dpmci,E337,"['primers', 'probes', 'mastermix', 'positive control']","['0','0','0','0']"
